lonlat,2019-04-02_07-30,2019-04-02_07-31
"116.192152,39.785704",20,20
"116.192646,39.785888",20,20
"116.193057,39.78606",20,20
"116.193526,39.786283",20,20
"116.193965,39.786503",20,20
"116.194404,39.786768",20,20
"116.19481,39.787046",20,20
"116.195149,39.787305",20,20
"116.195536,39.787626",20,20
"116.195885,39.787954",20,20
"116.196225,39.788328",20,20
"116.196551,39.788732",20,20
"116.196873,39.789189",20,20
"116.197208,39.789773",20,20
"116.197469,39.790346",20,20
"116.197793,39.791044",20,20
"116.197825,39.791112",20,20
"116.198951,39.793752",20,20
"116.175743,39.782403",20,20
"116.17277,39.781055",20,20
"116.173736,39.781465",20,20
"116.174949,39.781917",20,20
"116.175842,39.782219",20,20
"116.177078,39.782601",20,20
"116.178309,39.782919",20,20
"116.179522,39.783192",20,20
"116.180508,39.78341",20,20
"116.145133,39.756736",20,20
"116.147774,39.758714",20,20
"116.15035,39.760816",20,20
"116.133699,39.748839",20,20
"116.136486,39.750745",20,20
"116.132732,39.748179",20,20
"116.133616,39.748782",20,20
"116.136569,39.750802",20,20
"116.122567,39.741213",20,20
"116.125464,39.743209",20,20
"116.132647,39.748119",20,20
"116.117582,39.737051",20,20
"116.118564,39.737976",20,20
"116.119367,39.738713",20,20
"116.119924,39.739194",20,20
"116.12072,39.739839",20,20
"116.121398,39.740362",20,20
"116.122468,39.741143",20,20
"116.203777,39.811596",20,20
"116.203945,39.811563",20,20
"116.204056,39.811516",20,20
"116.20412,39.811469",20,20
"116.204165,39.811389",20,20
"116.204197,39.811341",20,20
"116.204206,39.811282",20,20
"116.20405,39.810912",20,20
"116.207223,39.812866",20,20
"116.207338,39.812938",20,20
"116.207445,39.812969",20,20
"116.207545,39.812975",20,20
"116.207641,39.812963",20,20
"116.207743,39.812928",20,20
"116.207947,39.812749",20,20
"116.207988,39.81267",20,20
"116.208017,39.81258",20,20
"116.208296,39.810808",20,20
"116.208501,39.809608",20,20
"116.210475,39.79843",20,20
"116.211822,39.794053",20,20
"116.216516,39.779689",20,20
"116.216804,39.777651",20,20
"116.216983,39.776654",20,20
"116.217551,39.772624",20,20
"116.218345,39.766565",20,20
"116.218642,39.764827",20,20
"116.211572,39.840316",20,20
"116.211527,39.840411",20,20
"116.211463,39.840636",20,20
"116.204848,39.811238",20,20
"116.205192,39.811463",20,20
"116.205431,39.811593",20,20
"116.199128,39.794136",20,20
"116.207839,39.814021",20,20
"116.207991,39.814149",20,20
"116.211213,39.842089",20,20
"116.202044,39.802119",20,20
"116.20207,39.802225",20,20
"116.212006,39.841521",20,20
"116.21222,39.841329",20,20
"116.199784,39.796257",20,20
"116.2,39.796106",20,20
"116.200028,39.796178",20,20
"116.203308,39.808108",20,20
"116.20333,39.808203",20,20
"116.204658,39.812268",20,20
"116.20797,39.814286",20,20
"116.207824,39.814163",20,20
"116.205584,39.812047",20,20
"116.205706,39.812167",20,20
"116.204368,39.810549",20,20
"116.20463,39.810946",20,20
"116.206846,39.813523",20,20
"116.206001,39.813174",20,20
"116.211858,39.842582",20,20
"116.211634,39.842552",20,20
"116.211401,39.84254",20,20
"116.205209,39.812283",20,20
"116.20582,39.812046",20,20
"116.205996,39.81201",20,20
"116.205212,39.811662",20,20
"116.209346,39.815249",20,20
"116.210665,39.816302",20,20
"116.211085,39.816698",20,20
"116.211484,39.817107",20,20
"116.211855,39.817538",20,20
"116.212245,39.818048",20,20
"116.212591,39.818565",20,20
"116.212876,39.81909",20,20
"116.213119,39.819607",20,20
"116.213327,39.820188",20,20
"116.213486,39.820778",20,20
"116.213591,39.821271",20,20
"116.213667,39.821821",20,20
"116.213672,39.822427",20,20
"116.213639,39.823045",20,20
"116.213552,39.823749",20,20
"116.212194,39.83321",20,20
"116.212033,39.834167",20,20
"116.211907,39.834809",20,20
"116.211774,39.835464",20,20
"116.211133,39.83892",20,20
"116.211043,39.839389",20,20
"116.211026,39.839793",20,20
"116.212488,39.842349",60,60
"116.21178,39.842338",20,20
"116.210782,39.840258",20,20
"116.211661,39.835452",20,20
"116.211797,39.834795",20,20
"116.211917,39.834156",20,20
"116.212084,39.8332",20,20
"116.213438,39.823741",20,20
"116.21353,39.823032",20,20
"116.213556,39.822425",20,20
"116.213547,39.821825",20,20
"116.213478,39.821274",20,20
"116.213374,39.820784",20,20
"116.213216,39.820205",20,20
"116.213,39.819631",20,20
"116.212763,39.819115",20,20
"116.212476,39.818601",20,20
"116.21215,39.8181",20,20
"116.211385,39.817158",20,20
"116.211006,39.816765",20,20
"116.210577,39.816373",20,20
"116.20925,39.815297",20,20
"116.206649,39.813013",20,20
"116.207635,39.813849",20,20
"116.206423,39.813054",20,20
"116.202393,39.803585",20,20
"116.20284,39.805862",20,20
"116.200544,39.797451",20,20
"116.201022,39.798743",20,20
"116.20143,39.799978",20,20
"116.203482,39.80873",20,20
"116.203655,39.809194",20,20
"116.203926,39.809797",20,20
"116.204085,39.810586",20,20
"116.208617,39.816299",40,60
"116.208754,39.816674",60,60
"116.208608,39.817868",40,40
"116.208642,39.82036",60,60
"116.209516,39.821902",60,60
"116.209818,39.824495",40,40
"116.209885,39.826167",40,40
"116.209449,39.827969",20,20
"116.209321,39.828689",20,20
"116.209197,39.830205",40,40
"116.20917,39.830605",20,20
"116.209662,39.832152",20,20
"116.20972,39.832454",20,20
"116.209747,39.832843",20,20
"116.209723,39.834018",20,20
"116.209004,39.840841",20,20
"116.23533,39.850897",60,60
"116.237645,39.852892",60,60
"116.23783,39.853555",60,60
"116.236271,39.851368",60,60
"116.236604,39.851573",60,60
"116.236872,39.851775",60,60
"116.237075,39.851962",60,60
"116.23743,39.852455",60,60
"116.237543,39.852649",60,60
"116.226599,39.843545",20,20
"116.226629,39.843408",20,20
"116.226682,39.84326",20,20
"116.226757,39.843101",20,20
"116.226851,39.84295",20,20
"116.226963,39.842809",20,20
"116.227093,39.842681",20,20
"116.227261,39.842534",20,20
"116.228007,39.841931",20,20
"116.226272,39.846544",20,20
"116.22593,39.846509",20,20
"116.225683,39.846503",20,20
"116.224668,39.846658",20,20
"116.224393,39.846766",20,20
"116.224146,39.846903",20,20
"116.223846,39.847111",20,20
"116.227243,39.846239",60,60
"116.227284,39.846347",60,60
"116.227355,39.846451",60,60
"116.22746,39.846577",60,60
"116.22761,39.846705",60,60
"116.221247,39.850431",20,20
"116.221534,39.849567",20,20
"116.226969,39.846042",60,60
"116.226844,39.846074",60,60
"116.226704,39.846081",60,60
"116.226571,39.846057",60,60
"116.22648,39.846009",60,60
"116.226408,39.845947",60,60
"116.226354,39.845858",60,60
"116.22634,39.845746",60,60
"116.226668,39.844461",20,20
"116.226539,39.844489",20,20
"116.226415,39.844551",20,20
"116.226324,39.844613",20,20
"116.226239,39.844689",20,20
"116.225464,39.845466",60,60
"116.222919,39.848038",20,20
"116.222747,39.848227",20,20
"116.225321,39.845347",60,60
"116.225604,39.845378",60,60
"116.226625,39.844289",20,20
"116.226595,39.844104",20,20
"116.22658,39.843996",20,20
"116.224053,39.845046",60,60
"116.224523,39.84514",60,60
"116.224945,39.845246",60,60
"116.225879,39.845498",60,60
"116.227418,39.846305",60,60
"116.227324,39.846371",60,60
"116.227203,39.846425",60,60
"116.227076,39.846466",60,60
"116.226938,39.846496",60,60
"116.226773,39.846505",60,60
"116.226455,39.846467",20,20
"116.226306,39.846419",20,20
"116.226126,39.846337",20,20
"116.223971,39.845275",20,20
"116.222813,39.847503",20,20
"116.222934,39.847421",20,20
"116.223089,39.847341",20,20
"116.223435,39.847236",20,20
"116.2236,39.847214",20,20
"116.22377,39.847207",20,20
"116.223935,39.847216",20,20
"116.225703,39.846471",20,20
"116.225676,39.846382",20,20
"116.225621,39.846269",20,20
"116.225543,39.846168",20,20
"116.225463,39.846082",20,20
"116.225374,39.846",20,20
"116.227423,39.842161",20,20
"116.227629,39.842095",20,20
"116.227813,39.842028",20,20
"116.22238,39.848061",20,20
"116.222479,39.847761",20,20
"116.222543,39.847582",20,20
"116.222578,39.847444",20,20
"116.227188,39.843442",20,20
"116.227133,39.843579",20,20
"116.227122,39.843747",20,20
"116.227137,39.843942",20,20
"116.225403,39.845752",60,60
"116.224441,39.845341",60,60
"116.224002,39.845206",60,60
"116.310467,39.890359",60,60
"116.310466,39.890532",60,60
"116.310465,39.890753",60,60
"116.309288,39.956464",20,20
"116.229026,39.954767",20,20
"116.229021,39.954656",20,20
"116.321077,39.939058",20,20
"116.543851,40.05653",20,20
"116.553798,40.063844",20,20
"116.552629,40.062568",20,20
"116.547144,40.058248",20,20
"116.574844,40.123837",20,20
"116.574688,40.123846",20,20
"116.5742,40.123434",20,20
"116.56878,40.119134",20,20
"116.568156,40.119082",20,20
"116.355777,39.929477",40,40
"116.355895,39.926089",20,20
"116.3559,39.925885",20,20
"116.374634,39.899814",20,20
"116.351886,39.897756",60,60
"116.418673,39.901211",40,40
"116.295979,39.923933",40,40
"116.275554,39.928491",40,40
"116.25143,39.935087",20,20
"116.253212,39.931016",20,20
"116.280535,39.924502",20,20
"116.278975,39.924523",20,20
"116.277517,39.924498",20,20
"116.277062,39.924593",20,20
"116.276624,39.924794",20,20
"116.216837,39.955224",20,20
"116.216251,39.955382",20,20
"116.221876,39.954962",20,20
"116.22238,39.954935",20,20
"116.224834,39.9548",20,20
"116.22523,39.95479",20,20
"116.227064,39.954748",20,20
"116.22716,39.954747",20,20
"116.234083,39.954874",20,20
"116.234815,39.954882",20,20
"116.235045,39.954883",20,20
"116.235371,39.954874",20,20
"116.235679,39.954846",20,20
"116.235929,39.95481",20,20
"116.236188,39.954757",20,20
"116.236643,39.954628",20,20
"116.238247,39.953764",20,20
"116.242446,39.94929",20,20
"116.242893,39.948863",20,20
"116.243437,39.948483",20,20
"116.244055,39.948136",20,20
"116.244685,39.947769",20,20
"116.245067,39.947642",20,20
"116.456388,39.95685",20,20
"116.456332,39.956817",20,20
"116.456261,39.9568",20,20
"116.456393,39.957014",20,20
"116.456412,39.956943",20,20
"116.45641,39.956891",20,20
"116.496556,39.907803",20,20
"116.496794,39.907805",20,20
"116.497202,39.907805",20,20
"116.497956,39.907758",20,20
"116.499147,39.907767",20,20
"116.499544,39.907779",20,20
"116.499896,39.907759",20,20
"116.50167,39.907732",20,20
"116.501786,39.907731",20,20
"116.503585,39.907707",20,20
"116.507296,39.90771",20,20
"116.508134,39.907704",20,20
"116.509272,39.907694",20,20
"116.509892,39.90769",20,20
"116.511642,39.907674",20,20
"116.515889,39.907622",20,20
"116.517152,39.907675",20,20
"116.518188,39.907651",20,20
"116.518707,39.907647",20,20
"116.519208,39.90766",20,20
"116.51989,39.907707",20,20
"116.520502,39.907779",20,20
"116.521054,39.907874",20,20
"116.521784,39.908014",20,20
"116.523585,39.908382",20,20
"116.523843,39.90841",20,20
"116.52481,39.90856",20,20
"116.525342,39.908681",20,20
"116.526146,39.908896",20,20
"116.527007,39.909013",20,20
"116.527551,39.909082",20,20
"116.528306,39.909145",20,20
"116.529178,39.909176",20,20
"116.52961,39.909187",20,20
"116.530077,39.909182",20,20
"116.530658,39.909173",20,20
"116.53189,39.909156",20,20
"116.534201,39.909094",20,20
"116.53789,39.909065",20,20
"116.538825,39.909042",20,20
"116.540243,39.908814",20,20
"116.544072,39.907162",20,20
"116.54451,39.907172",20,20
"116.545018,39.907233",60,60
"116.547927,39.908692",20,20
"116.548281,39.908721",20,20
"116.550709,39.908841",20,20
"116.551325,39.908884",20,20
"116.555202,39.908907",20,20
"116.569735,39.909149",20,20
"116.570731,39.909196",20,20
"116.571555,39.909242",20,20
"116.572211,39.90932",20,20
"116.574021,39.90959",20,20
"116.576736,39.909886",20,20
"116.541357,39.909965",20,20
"116.541033,39.909857",20,20
"116.540767,39.90979",20,20
"116.540374,39.909711",20,20
"116.540013,39.909667",20,20
"116.539606,39.90965",20,20
"116.538194,39.909661",20,20
"116.536958,39.909539",20,20
"116.544244,39.910806",60,60
"116.549472,39.909497",20,20
"116.543201,39.909594",20,20
"116.542956,39.909653",20,20
"116.542753,39.909741",20,20
"116.542605,39.909863",20,20
"116.542528,39.910002",20,20
"116.543556,39.910727",20,20
"116.543699,39.910666",20,20
"116.543831,39.910578",20,20
"116.543942,39.910456",20,20
"116.544008,39.907639",20,20
"116.544241,39.907687",20,20
"116.544923,39.907903",60,60
"116.547418,39.908747",20,20
"116.547803,39.908844",20,20
"116.548859,39.908922",20,20
"116.541828,39.909866",20,20
"116.541745,39.909723",20,20
"116.541676,39.909529",20,20
"116.541645,39.90909",20,20
"116.541674,39.9089",20,20
"116.576889,39.9099",20,20
"116.577695,39.909958",20,20
"116.578517,39.910003",20,20
"116.579733,39.910001",20,20
"116.580669,39.909956",20,20
"116.581526,39.909864",20,20
"116.583048,39.909659",20,20
"116.58519,39.909434",20,20
"116.586767,39.90925",20,20
"116.588372,39.909123",20,20
"116.58985,39.909079",20,20
"116.593884,39.908945",20,20
"116.595524,39.908829",20,20
"116.462086,39.943624",20,20
"116.606309,39.908653",20,20
"116.606947,39.908509",20,20
"116.607482,39.908357",20,20
"116.608164,39.908056",20,20
"116.608768,39.907683",20,20
"116.609774,39.907005",20,20
"116.221682,39.849259",20,20
"116.222049,39.848623",20,20
"116.222525,39.847833",20,20
"116.222607,39.847715",20,20
"116.222694,39.847618",20,20
"116.502691,39.936254",20,20
"116.505616,39.937069",20,20
"116.232606,39.890455",20,20
"116.232836,39.890884",20,20
"116.233578,39.892355",20,20
"116.235137,39.893012",20,20
"116.235469,39.893151",20,20
"116.235867,39.893466",20,20
"116.236068,39.893755",60,40
"116.236192,39.894147",60,40
"116.360658,39.853683",60,60
"116.376918,39.856962",60,60
"116.41127,39.857007",20,20
"116.477288,39.84325",20,20
"116.477295,39.843452",20,20
"116.475278,39.845194",20,20
"116.475551,39.844738",20,20
"116.461036,39.857807",20,20
"116.46073,39.858048",20,20
"116.471209,39.84932",20,20
"116.469533,39.850869",20,20
"116.467537,39.852634",20,20
"116.465112,39.854605",20,20
"116.469315,39.850762",20,20
"116.500723,39.822541",20,20
"116.500761,39.822663",20,20
"116.498381,39.824406",20,20
"116.496675,39.825708",40,40
"116.494566,39.827391",40,40
"116.490327,39.831077",40,40
"116.51093,39.816099",20,20
"116.510779,39.816191",20,20
"116.514981,39.813412",20,20
"116.514661,39.813635",20,20
"116.514662,39.813425",20,20
"116.514987,39.813204",20,20
"116.500909,39.82256",20,20
"116.519754,39.808867",20,20
"116.523576,39.805769",20,20
"116.524869,39.804427",20,20
"116.513625,39.814367",20,20
"116.512197,39.81531",20,20
"116.512096,39.815202",20,20
"116.510168,39.816574",20,20
"116.512486,39.814775",20,20
"116.512618,39.814577",20,20
"116.512644,39.814417",20,20
"116.512635,39.814265",20,20
"116.501913,39.821166",20,20
"116.502009,39.821325",20,20
"116.502114,39.821448",20,20
"116.50239,39.821645",20,20
"116.502576,39.821733",20,20
"116.506806,39.818153",20,20
"116.507032,39.818168",20,20
"116.507464,39.818286",20,20
"116.507636,39.818364",20,20
"116.507808,39.818454",20,20
"116.507946,39.818553",20,20
"116.507664,39.821384",20,20
"116.507943,39.821402",20,20
"116.508141,39.821423",20,20
"116.508357,39.821464",20,20
"116.508591,39.821523",20,20
"116.50871,39.821548",20,20
"116.501527,39.821847",20,20
"116.501668,39.821692",20,20
"116.501814,39.821529",20,20
"116.501933,39.821372",20,20
"116.502048,39.821168",20,20
"116.502127,39.821002",20,20
"116.501829,39.819151",20,20
"116.5016,39.818882",20,20
"116.495198,39.816508",20,20
"116.497527,39.817377",20,20
"116.500273,39.818396",20,20
"116.500473,39.818488",20,20
"116.50072,39.818618",20,20
"116.500908,39.818738",20,20
"116.501074,39.818875",20,20
"116.501231,39.819022",20,20
"116.503312,39.820763",20,20
"116.503942,39.820254",20,20
"116.504216,39.820035",20,20
"116.504428,39.819862",20,20
"116.504729,39.819506",20,20
"116.504855,39.819319",20,20
"116.504963,39.819135",20,20
"116.50653,39.818163",20,20
"116.509539,39.81711",20,20
"116.509263,39.817368",20,20
"116.509103,39.817532",20,20
"116.508931,39.817769",20,20
"116.509665,39.820973",20,20
"116.509285,39.821708",20,20
"116.503687,39.82114",20,20
"116.503408,39.821029",20,20
"116.502986,39.820753",20,20
"116.502828,39.820586",20,20
"116.502553,39.819465",20,20
"116.502619,39.81928",20,20
"116.50271,39.819126",20,20
"116.50283,39.818964",20,20
"116.502959,39.818817",20,20
"116.503094,39.818707",20,20
"116.506682,39.820128",20,20
"116.506878,39.820158",20,20
"116.507062,39.820158",20,20
"116.507254,39.820132",20,20
"116.507354,39.818921",20,20
"116.507206,39.818884",20,20
"116.507004,39.818866",20,20
"116.506854,39.818878",20,20
"116.506687,39.818912",20,20
"116.506505,39.818974",20,20
"116.503497,39.820151",20,20
"116.501866,39.819056",20,20
"116.508874,39.817767",20,20
"116.508742,39.817942",20,20
"116.508631,39.818114",20,20
"116.507766,39.820351",20,20
"116.507621,39.820487",20,20
"116.507445,39.820602",20,20
"116.507091,39.820803",20,20
"116.506913,39.820869",20,20
"116.5067,39.820932",20,20
"116.504343,39.820686",20,20
"116.509912,39.821166",20,20
"116.510105,39.821292",20,20
"116.510334,39.821432",20,20
"116.510707,39.821628",20,20
"116.511047,39.82178",20,20
"116.504069,39.820535",20,20
"116.503705,39.820292",20,20
"116.501388,39.818735",20,20
"116.501182,39.81859",20,20
"116.500944,39.818451",20,20
"116.500737,39.818349",20,20
"116.506812,39.817874",20,20
"116.507133,39.817812",20,20
"116.507439,39.817738",20,20
"116.507729,39.817651",20,20
"116.509589,39.821786",20,20
"116.510095,39.821928",20,20
"116.510556,39.822081",20,20
"116.510879,39.822227",40,40
"116.511156,39.822391",40,40
"116.511443,39.822556",40,40
"116.500811,39.81798",20,20
"116.501275,39.818078",20,20
"116.501578,39.818136",20,20
"116.501874,39.818177",20,20
"116.505749,39.819175",20,20
"116.47967,39.810476",20,20
"116.479712,39.810357",20,20
"116.479719,39.810261",20,20
"116.479691,39.810115",20,20
"116.474498,39.805868",20,20
"116.474581,39.8059",20,20
"116.474661,39.805916",20,20
"116.474868,39.805911",20,20
"116.474946,39.805882",20,20
"116.475026,39.805832",20,20
"116.475721,39.805295",20,20
"116.473763,39.804019",20,20
"116.473666,39.803996",20,20
"116.473548,39.803981",20,20
"116.473454,39.80399",20,20
"116.473358,39.80402",20,20
"116.473282,39.80406",20,20
"116.477441,39.807818",20,20
"116.474018,39.804002",20,20
"116.47739,39.80798",20,20
"116.477786,39.807751",20,20
"116.477299,39.807899",20,20
"116.474254,39.804023",20,20
"116.477634,39.807381",20,20
"116.477737,39.80741",20,20
"116.477824,39.807416",20,20
"116.47793,39.807403",20,20
"116.478015,39.807375",20,20
"116.476589,39.805344",20,20
"116.476494,39.805329",20,20
"116.476376,39.805335",20,20
"116.476284,39.805354",20,20
"116.475484,39.805926",20,20
"116.493683,39.815315",20,20
"116.493883,39.815464",20,20
"116.473332,39.80291",20,20
